line,air_key,class_token,internal_class,flags,class_source,class_source_kind,class_sha256,java_major,super_class,spawn_declared_here,flight_models,flight_model_property_class,flight_model_verification,cockpit_classes,cockpit_property_class,missing_cockpit_classes,player_classification,mesh_names,status,findings
304,Yak-9B,air.YAK_9B,com/maddox/il2/objects/air/YAK_9B,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\YAK_9B.class,selector-dump,8F97F9CA78437536C96F5AFC8BBF26502BD7F1457FB600407DEC1DBC59F6EBAC,47,com/maddox/il2/objects/air/YAK,True,FlightModels/Yak-9B.fmd,com/maddox/il2/objects/air/YAK_9B,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9D,com/maddox/il2/objects/air/YAK_9B,,player-capable-static,3DO/Plane/Yak-9B(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
305,Yak-9D,air.YAK_9D,com/maddox/il2/objects/air/YAK_9D,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\B759DAECE1E8840C,loose,C23721E9E5D164F17CC4EBDC8FE46150042C90F2C7C1DB16BB4374DD3E3D7D84,47,com/maddox/il2/objects/air/YAK,True,FlightModels/Yak-9D.fmd,com/maddox/il2/objects/air/YAK_9D,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9D,com/maddox/il2/objects/air/YAK_9D,,player-capable-static,3DO/Plane/Yak-9D(Multi1)/hier.him | 3DO/Plane/Yak-9D(bl)/hier.him | 3DO/Plane/Yak-9D(fr)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
306,Yak-9DD,air.YAK_9DD,com/maddox/il2/objects/air/YAK_9DD,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\928FF6DC96A6AC68,loose,8289DCD8CE6CCACB91CFEEC94D8A4813BA39B0218C33804F7FACCB2B75B631F5,47,com/maddox/il2/objects/air/YAK,True,FlightModels/Yak-9DD.fmd,com/maddox/il2/objects/air/YAK_9DD,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9D,com/maddox/il2/objects/air/YAK_9DD,,player-capable-static,3DO/Plane/Yak-9DD(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
307,Yak-9K,air.YAK_9K,com/maddox/il2/objects/air/YAK_9K,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\YAK_9K.class,selector-dump,D0DC6F851E61E55FDF40C086090ED48533ED3340E249E38ADBB811503DE4C612,47,com/maddox/il2/objects/air/YAK,True,FlightModels/Yak-9K.fmd,com/maddox/il2/objects/air/YAK_9K,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9T,com/maddox/il2/objects/air/YAK_9K,,player-capable-static,3DO/Plane/Yak-9K(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
308,Yak-9M,air.YAK_9M,com/maddox/il2/objects/air/YAK_9M,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\09A6B144F8745A06,loose,B91DF136F0D775D95AF168CA8A8C3A6B0E83DF28896AD3801D973E8343C59854,47,com/maddox/il2/objects/air/YAK_9TX,True,FlightModels/Yak-9M.fmd,com/maddox/il2/objects/air/YAK_9M,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9T,com/maddox/il2/objects/air/YAK_9M,,player-capable-static,3DO/Plane/Yak-9M(Multi1)/hier.him | 3DO/Plane/Yak-9M(bl)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
309,Yak-9M_Early,air.YAK_9MEarly,com/maddox/il2/objects/air/YAK_9MEarly,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\F9C6106E8CAABCC2,loose,690A274577000AFDA2CE7075CAE563FC580878E3BED24176DB3EB8E57AEB718D,47,com/maddox/il2/objects/air/YAK_9TX,True,FlightModels/Yak-9MEarly.fmd,com/maddox/il2/objects/air/YAK_9MEarly,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9T,com/maddox/il2/objects/air/YAK_9MEarly,,player-capable-static,3DO/Plane/Yak-9M(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
310,Yak-9U_Early,air.YAK_9UEarly,com/maddox/il2/objects/air/YAK_9UEarly,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\5D912B485C51A46A,loose,C12BAC93E76F18810A77E8E40A3795480B0D2FCF460C2302539F5B7B1F800F57,47,com/maddox/il2/objects/air/YAK,True,FlightModels/Yak-9UEarly.fmd,com/maddox/il2/objects/air/YAK_9UEarly,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9U,com/maddox/il2/objects/air/YAK_9UEarly,,player-capable-static,3DO/Plane/Yak-9U(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
311,Yak-9RLR_DZZMod,air.YAK_9RLR_DZZ,com/maddox/il2/objects/air/YAK_9RLR_DZZ,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\5D82D0000229B848,loose,5C757A9CBD3145433CE7EA6BECB83D0D73BAC66607EA6CE966130068FB0DDB1A,47,com/maddox/il2/objects/air/YAK,True,FlightModels/Yak-9D.fmd,com/maddox/il2/objects/air/YAK_9RLR_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9D,com/maddox/il2/objects/air/YAK_9RLR_DZZ,,player-capable-static,3DO/Plane/Yak-9D(Multi1)/hier.him | 3DO/Plane/Yak-9D(fr)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
312,Yak-9T,air.YAK_9T,com/maddox/il2/objects/air/YAK_9T,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\YAK_9T.class,selector-dump,1859094ABF28B4103F5756BE4325B24795FA1A64F558ADA038684DCF310DF4FD,47,com/maddox/il2/objects/air/YAK_9TX,True,FlightModels/Yak-9T.fmd,com/maddox/il2/objects/air/YAK_9T,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9T,com/maddox/il2/objects/air/YAK_9T,,player-capable-static,3DO/Plane/Yak-9T(Multi1)/hier.him | 3DO/Plane/Yak-9T(fr)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
313,Yak-9U,air.YAK_9U,com/maddox/il2/objects/air/YAK_9U,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\088122DEC5F12FE4,loose,9ED1BFBF99974A1E3F4B14B82A79F8F556AE847AB94B627A8763B14AF21308CE,47,com/maddox/il2/objects/air/YAK,True,FlightModels/Yak-9U.fmd,com/maddox/il2/objects/air/YAK_9U,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9U,com/maddox/il2/objects/air/YAK_9U,,player-capable-static,3DO/Plane/Yak-9U(Multi1)/hier.him | 3DO/Plane/Yak-9U(bl)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
314,Yak-9UT,air.YAK_9UT,com/maddox/il2/objects/air/YAK_9UT,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\YAK_9UT.class,selector-dump,4C5564F2351484DBEF6E72C007C82A933476C381C28136CCC49EB2B6A0092064,47,com/maddox/il2/objects/air/YAK,True,FlightModels/Yak-9UT.fmd,com/maddox/il2/objects/air/YAK_9UT,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitYAK_9U,com/maddox/il2/objects/air/YAK_9UT,,player-capable-static,3DO/Plane/Yak-9UT(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
317,Ar-196A-3,air.AR_196A3,com/maddox/il2/objects/air/AR_196A3,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\7425EE54F17B67D0,loose,89DF00B57D835DA5CEF9C22F76A3A87E9015F06AED49D9AF57073D50715841FC,47,com/maddox/il2/objects/air/AR_196,True,FlightModels/Ar-196A-3.fmd,com/maddox/il2/objects/air/AR_196A3,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitAR_196 | com/maddox/il2/objects/air/CockpitAR_196_Gunner,com/maddox/il2/objects/air/AR_196A3,,player-capable-static,3DO/Plane/Ar-196A-3/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
318,Ar-234B-2,air.AR_234B2,com/maddox/il2/objects/air/AR_234B2,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\AR_234B2.class,selector-dump,0D66016E4DA0BE37D66A5CD4EB36867DA64E3D1AFBA3D59CD9607C5BA37B5453,47,com/maddox/il2/objects/air/AR_234,True,FlightModels/Ar-234B-2.fmd,com/maddox/il2/objects/air/AR_234B2,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitAR_234B2 | com/maddox/il2/objects/air/CockpitAR_234B2_Bombardier,com/maddox/il2/objects/air/AR_234B2,,player-capable-static,3DO/Plane/Ar-234B-2/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
319,Ar-234B-2NJ,air.AR_234B2NJ,com/maddox/il2/objects/air/AR_234B2NJ,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\24E448BA06BB673C,loose,23D96DA1026CED425C92072D85CBF71CD5F54078F55FEEAFE22C44584D88E66D,47,com/maddox/il2/objects/air/AR_234,True,FlightModels/Ar-234B-2.fmd,com/maddox/il2/objects/air/AR_234B2NJ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitAR_234B2NJ | com/maddox/il2/objects/air/CockpitAR_234B2NJ_Bombardier,com/maddox/il2/objects/air/AR_234B2NJ,,player-capable-static,3DO/Plane/Ar-234B-2NJ/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
320,AviaB534,air.AVIA_B534,com/maddox/il2/objects/air/AVIA_B534,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\AVIA_B534.class,selector-dump,F417B92F548B1969AB7535BB88C821DF8F44C9930B0D3CFB8BC93E236ED5C983,47,com/maddox/il2/objects/air/Avia_B5xx,True,FlightModels/AviaB-534.fmd,com/maddox/il2/objects/air/AVIA_B534,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitAVIA_B534,com/maddox/il2/objects/air/AVIA_B534,,player-capable-static,3DO/Plane/AviaB-534(de)/hier.him | 3DO/Plane/AviaB-534(hu)/hier.him | 3DO/Plane/AviaB-534(multi)/hier.him | 3DO/Plane/AviaB-534/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
321,D3A1,air.D3A1,com/maddox/il2/objects/air/D3A1,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\D3A1.class,selector-dump,41DF91F9FA7D4CE26039B539D93BAFF4AE1311FA8356C60F98080D97FDDD9267,47,com/maddox/il2/objects/air/D3A,True,FlightModels/D3A1.fmd,com/maddox/il2/objects/air/D3A1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitD3A1 | com/maddox/il2/objects/air/CockpitD3A1_TGunner,com/maddox/il2/objects/air/D3A1,,player-capable-static,3DO/Plane/D3A1(Multi1)/hier.him | 3DO/Plane/D3A1(ja)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
322,MC-200series1,air.MC_200_1,com/maddox/il2/objects/air/MC_200_1,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\AACE22DAD72DF60C,loose,14AEA2E2C8E2C09F7321BD76F10B842A68B302E11E21C6BAA333B32F47FE362B,47,com/maddox/il2/objects/air/MC_200xyz,True,FlightModels/MC-200.fmd,com/maddox/il2/objects/air/MC_200_1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_200_1,com/maddox/il2/objects/air/MC_200_1,,player-capable-static,3DO/Plane/MC-200_I(Multi1)/hier.him | 3DO/Plane/MC-200_I(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
323,MC-200series3,air.MC_200_3,com/maddox/il2/objects/air/MC_200_3,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\MC_200_3.class,selector-dump,00265C156A76EDBE985D6FFFAF647C65EED7338956F1057165FCBB546904E540,47,com/maddox/il2/objects/air/MC_200xyz,True,FlightModels/MC-200.fmd,com/maddox/il2/objects/air/MC_200_3,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_200_VII,com/maddox/il2/objects/air/MC_200_3,,player-capable-static,3DO/Plane/MC-200_III(Multi1)/hier.him | 3DO/Plane/MC-200_III(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
324,MC-200series7,air.MC_200_7,com/maddox/il2/objects/air/MC_200_7,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\FCF59496C7339F0C,loose,F78EB92FB5DF46FAEB8B2A90283B4343E308E3D377519E4BFBBD9F7044E9CA9C,47,com/maddox/il2/objects/air/MC_200xyz,True,FlightModels/MC-200.fmd,com/maddox/il2/objects/air/MC_200_7,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_200_7,com/maddox/il2/objects/air/MC_200_7,,player-capable-static,3DO/Plane/MC-200_VII(Multi1)/hier.him | 3DO/Plane/MC-200_VII(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
325,MC-200series7FB,air.MC_200_7FB,com/maddox/il2/objects/air/MC_200_7FB,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\1F46BD32B7586A4E,loose,DD3241407CEB03218344574759B0857490D3D0869D1D1C350468DCC0F5248283,47,com/maddox/il2/objects/air/MC_200xyz,True,FlightModels/MC-200.fmd,com/maddox/il2/objects/air/MC_200_7FB,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_200_7FB,com/maddox/il2/objects/air/MC_200_7FB,,player-capable-static,3DO/Plane/MC-200_VII_FB(Multi1)/hier.him | 3DO/Plane/MC-200_VII_FB(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
326,MC-202,air.MC_202,com/maddox/il2/objects/air/MC_202,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\6E856AB6DE3B432A,loose,474E99A75294F7AE76F1A57CDDF13EDEC3B5B9B9F1C772715FC1899204E806E5,47,com/maddox/il2/objects/air/Scheme1,True,FlightModels/MC-202.fmd,com/maddox/il2/objects/air/MC_202,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_202,com/maddox/il2/objects/air/MC_202,,player-capable-static,3DO/Plane/MC-202(Multi1)/hier.him | 3DO/Plane/MC-202/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
327,MC-202_III,air.MC_202_3,com/maddox/il2/objects/air/MC_202_3,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\MC_202_3.class,selector-dump,6C902B04E20615D347597705B805EC04BEDA8E725AD5445A57B740822805B4EA,47,com/maddox/il2/objects/air/MC_202xyz,True,FlightModels/MC-202.fmd,com/maddox/il2/objects/air/MC_202_3,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_202,com/maddox/il2/objects/air/MC_202_3,,player-capable-static,3DO/Plane/MC-202_III(Multi1)/hier.him | 3DO/Plane/MC-202_III(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
328,MC-202_VII,air.MC_202_7,com/maddox/il2/objects/air/MC_202_7,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\MC_202_7.class,selector-dump,B7393CF32F1EBB380BA08E1DF8B91629F55194F044F5713A14B6A650A8176C31,47,com/maddox/il2/objects/air/MC_202xyz,True,FlightModels/MC-202.fmd,com/maddox/il2/objects/air/MC_202_7,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_202,com/maddox/il2/objects/air/MC_202_7,,player-capable-static,3DO/Plane/MC-202_VII(Multi1)/hier.him | 3DO/Plane/MC-202_VII(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
329,MC-202_XII,air.MC_202_12,com/maddox/il2/objects/air/MC_202_12,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\MC_202_12.class,selector-dump,B920E7252FB079EED4E9C25BBF73AC583978CEA4FDF920AC1E6DED5AF64008BC,47,com/maddox/il2/objects/air/MC_202xyz,True,FlightModels/MC-202.fmd,com/maddox/il2/objects/air/MC_202_12,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_202,com/maddox/il2/objects/air/MC_202_12,,player-capable-static,3DO/Plane/MC-202_XII(Multi1)/hier.him | 3DO/Plane/MC-202_XII(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
330,MC-205_I,air.MC_205_1,com/maddox/il2/objects/air/MC_205_1,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\MC_205_1.class,selector-dump,A3AD3656C9BF454F3D320016FE6572759F685966B16153AF1F752BD1C3A6F389,47,com/maddox/il2/objects/air/MC_202xyz,True,FlightModels/MC-205.fmd,com/maddox/il2/objects/air/MC_205_1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_205,com/maddox/il2/objects/air/MC_205_1,,player-capable-static,3DO/Plane/MC-205_I(Multi1)/hier.him | 3DO/Plane/MC-205_I(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
331,MC-205_III,air.MC_205_3,com/maddox/il2/objects/air/MC_205_3,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\7D48E4CE760AD032,loose,F0770FD4D24FF7516B83FA829445855B4B5F4D6B83EA8E3FE500CE856A578E4C,47,com/maddox/il2/objects/air/MC_202xyz,True,FlightModels/MC-205.fmd,com/maddox/il2/objects/air/MC_205_3,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_205,com/maddox/il2/objects/air/MC_205_3,,player-capable-static,3DO/Plane/MC-205_III(DU)/hier.him | 3DO/Plane/MC-205_III(Multi1)/hier.him | 3DO/Plane/MC-205_III(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
332,MC-205_IIIS,air.MC_205_3S,com/maddox/il2/objects/air/MC_205_3S,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\F696865CBBFB082C,loose,166BE26CF945B973576ECB1CB9A9000A928350BD8E277D1A5E29CDBC1C8AABA1,47,com/maddox/il2/objects/air/MC_202xyz,True,FlightModels/MC-205S.fmd,com/maddox/il2/objects/air/MC_205_3S,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_205,com/maddox/il2/objects/air/MC_205_3S,,player-capable-static,3DO/Plane/MC-205_IIIS(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
333,MC-205_IIIV,air.MC_205_3V,com/maddox/il2/objects/air/MC_205_3V,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\E7CF4672FDFB64E0,loose,DF819EF57CA7DD18042B6ED65241763EF784C1E3A98D2C9D4BDC572425E05867,47,com/maddox/il2/objects/air/MC_202xyz,True,FlightModels/MC-205V.fmd,com/maddox/il2/objects/air/MC_205_3V,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMC_205,com/maddox/il2/objects/air/MC_205_3V,,player-capable-static,3DO/Plane/MC-205_III(Multi1)/hier.him | 3DO/Plane/MC-205_IIIV(it)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
334,CANT1007,air.CANT1007,com/maddox/il2/objects/air/CANT1007,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\7C05C9042502DDD6,loose,027A1586778FEAEFD21D983819E17BAEB372840690741FAF0EE0CFB6F39E4110,47,com/maddox/il2/objects/air/CANT,True,FlightModels/Cant1007.fmd,com/maddox/il2/objects/air/CANT1007,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitCant | com/maddox/il2/objects/air/CockpitCant_BGunner | com/maddox/il2/objects/air/CockpitCant_Bombardier | com/maddox/il2/objects/air/CockpitCant_RGunner | com/maddox/il2/objects/air/CockpitCant_TGunner,com/maddox/il2/objects/air/CANT1007,,player-capable-static,3DO/Plane/CANT-1007/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
335,CANT1007t,air.CANT1007t,com/maddox/il2/objects/air/CANT1007t,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\410F6CD0EC255D6A,loose,3B287C382307366BCCFC418CC8BF7E34E7055B4CD7A032A005306032B77BCA0A,47,com/maddox/il2/objects/air/CANT,True,FlightModels/CANT1007.fmd,com/maddox/il2/objects/air/CANT1007t,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitCant | com/maddox/il2/objects/air/CockpitCant_BGunner | com/maddox/il2/objects/air/CockpitCant_RGunner | com/maddox/il2/objects/air/CockpitCant_TGunner,com/maddox/il2/objects/air/CANT1007t,,player-capable-static,3DO/Plane/CANT-1007/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
336,Do-335A-0,air.DO_335A0,com/maddox/il2/objects/air/DO_335A0,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\DO_335A0.class,selector-dump,4B12084218C7B7221FC0CA8C887AFF3BA6B1C77E85E7BC9ED3D612F316E20431,47,com/maddox/il2/objects/air/DO_335,True,FlightModels/Do-335.fmd,com/maddox/il2/objects/air/DO_335A0,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitDO_335,com/maddox/il2/objects/air/DO_335A0,,player-capable-static,3DO/Plane/Do-335A-0/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
337,CR-32quater,air.CR_32quater,com/maddox/il2/objects/air/CR_32quater,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\0A4F63CE6A8870DC,loose,DB611C8BCB852771834D1AAB847360F16D94CDE301D5C60D0F1336FC304A66CC,45,com/maddox/il2/objects/air/Scheme1,True,FlightModels/CR32.fmd,com/maddox/il2/objects/air/CR_32quater,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitCR32quater,com/maddox/il2/objects/air/CR_32quater,,player-capable-static,3DO/Plane/CR32/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
338,CR_42,air.CR_42,com/maddox/il2/objects/air/CR_42,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\8BB90EA454CF4C42,loose,4210640E5491235AC27094974BBDBF213D14E6DB88B3B5FAA87C4AABE7A8D32F,47,com/maddox/il2/objects/air/CR_42X,True,FlightModels/CR42.fmd,com/maddox/il2/objects/air/CR_42,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitCR42,com/maddox/il2/objects/air/CR_42,,player-capable-static,3DO/Plane/CR42(Multi1)/hier.him | 3DO/Plane/CR42(it)/hier.him | 3DO/Plane/CR42(sp)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
339,Fi-156,air.FI_156,com/maddox/il2/objects/air/FI_156,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\002A5F5489D39E2E,loose,58C38635F3FF6219DF409DE699061064C3BACBF1F68DB7294D138D4F694150CF,47,com/maddox/il2/objects/air/Scheme1,True,FlightModels/Fi-156B-2.fmd,com/maddox/il2/objects/air/FI_156,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitFI_156 | com/maddox/il2/objects/air/CockpitFI_156_Gunner,com/maddox/il2/objects/air/FI_156,,player-capable-static,3do/plane/Fi-156/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
340,G_50,air.G50,com/maddox/il2/objects/air/G50,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\5C9B18CC9B9E7500,loose,9FBE35CD0C14C39B3BA94FCE82FB64C2F37FD7228EF6FC77D4FB95F3CFCE7D5B,47,com/maddox/il2/objects/air/Scheme1,True,FlightModels/G50.fmd,com/maddox/il2/objects/air/G50,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitG50,com/maddox/il2/objects/air/G50,,player-capable-static,3DO/Plane/G-50(Multi1)/hier.him | 3DO/Plane/G-50(it)/hier.him | 3DO/Plane/G-50(sp)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
341,G-55,air.G_55,com/maddox/il2/objects/air/G_55,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\G_55.class,selector-dump,F6C292C165B0E710ABB7B910432D9058302BA34FCAD88A12C8EA381435714EBC,47,com/maddox/il2/objects/air/G_55xyz,True,FlightModels/G-55.fmd,com/maddox/il2/objects/air/G_55,reference-only-buttons-not-extracted,,,,probable-ai-only,3DO/Plane/G-55(it)/hier.him | 3DO/Plane/G-55(multi)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified | no usable cockpitClass declaration found; treat as AI-only until runtime proof
342,G-55-Late,air.G_55_Late,com/maddox/il2/objects/air/G_55_Late,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\G_55_Late.class,selector-dump,51E45BE7C323B29DF1EA55EDB16D709D8824EEA699E8908B19BE8830D65BC1C7,47,com/maddox/il2/objects/air/G_55xyz,True,FlightModels/G-55-late.fmd,com/maddox/il2/objects/air/G_55_Late,reference-only-buttons-not-extracted,,,,probable-ai-only,3DO/Plane/G-55(it)/hier.him | 3DO/Plane/G-55(multi)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified | no usable cockpitClass declaration found; treat as AI-only until runtime proof
